# Version 1.00
#
# Rohde & Schwarz ZVL6 2Ports - Version 3.20 - 1303.6509k06 SN: 100942
# Date: 2025-12-02 17:01:02
# Data & Calibration Information:
# Trc2:S12(Cal Off)
freq[Hz]	Trc2_S12[dB]	
8.801600000000000E+006	-2.981529396715780E+001	
8.809050000000000E+006	-2.971712367567084E+001	
8.816500000000000E+006	-2.960779493325841E+001	
8.823950000000000E+006	-2.948828728150543E+001	
8.831400000000000E+006	-2.935426132357895E+001	
8.838850000000000E+006	-2.922171164553755E+001	
8.846300000000000E+006	-2.905513460656844E+001	
8.853750000000000E+006	-2.890357168733259E+001	
8.861200000000000E+006	-2.872611105312073E+001	
8.868650000000000E+006	-2.854284988991252E+001	
8.876100000000000E+006	-2.835905917228207E+001	
8.883550000000000E+006	-2.816686266630780E+001	
8.891000000000000E+006	-2.797178522906748E+001	
8.898450000000000E+006	-2.777762602355871E+001	
8.905900000000000E+006	-2.757301500388513E+001	
8.913350000000000E+006	-2.738491969877975E+001	
8.920800000000000E+006	-2.718928626900036E+001	
8.928250000000000E+006	-2.697820169910223E+001	
8.935700000000000E+006	-2.679543607360163E+001	
8.943150000000000E+006	-2.659602593294142E+001	
8.950600000000000E+006	-2.639752837882873E+001	
8.958050000000000E+006	-2.621304736042419E+001	
8.965500000000000E+006	-2.602467766809402E+001	
8.972950000000000E+006	-2.584374064155858E+001	
8.980400000000000E+006	-2.566455224627425E+001	
8.987850000000000E+006	-2.548856777888545E+001	
8.995300000000000E+006	-2.530794638742212E+001	
9.002750000000000E+006	-2.512578173321784E+001	
9.010200000000000E+006	-2.495662981087789E+001	
9.017650000000000E+006	-2.478939041834916E+001	
9.025100000000000E+006	-2.461271281212487E+001	
9.032550000000000E+006	-2.445602919444539E+001	
9.040000000000000E+006	-2.428549526997375E+001	
9.047450000000000E+006	-2.412947462485029E+001	
9.054900000000000E+006	-2.398240499075646E+001	
9.062350000000000E+006	-2.382117858913541E+001	
9.069800000000000E+006	-2.366828139705311E+001	
9.077250000000000E+006	-2.352401190329427E+001	
9.084700000000000E+006	-2.337218906928403E+001	
9.092150000000000E+006	-2.322058258424291E+001	
9.099600000000000E+006	-2.308114425547050E+001	
9.107050000000000E+006	-2.293265728745014E+001	
9.114500000000000E+006	-2.281085559220140E+001	
9.121950000000000E+006	-2.266642824252489E+001	
9.129400000000000E+006	-2.253277545366142E+001	
9.136850000000000E+006	-2.240760968262548E+001	
9.144300000000000E+006	-2.228165174796007E+001	
9.151750000000000E+006	-2.215006029162416E+001	
9.159200000000000E+006	-2.202395623463936E+001	
9.166650000000000E+006	-2.190033348505140E+001	
9.174100000000000E+006	-2.178167358045423E+001	
9.181550000000000E+006	-2.166847025929496E+001	
9.189000000000000E+006	-2.155120345656674E+001	
9.196450000000000E+006	-2.142771268131157E+001	
9.203900000000000E+006	-2.132072180870008E+001	
9.211350000000000E+006	-2.121093349005134E+001	
9.218800000000000E+006	-2.110158670364859E+001	
9.226250000000000E+006	-2.099446809851651E+001	
9.233700000000000E+006	-2.089231090505782E+001	
9.241150000000000E+006	-2.078674268248631E+001	
9.248600000000000E+006	-2.068937428459060E+001	
9.256050000000000E+006	-2.058624846582553E+001	
9.263500000000000E+006	-2.049086178262769E+001	
9.270950000000000E+006	-2.039265125104159E+001	
9.278400000000000E+006	-2.029329193251102E+001	
9.285850000000000E+006	-2.020223486414355E+001	
9.293300000000000E+006	-2.011589045818124E+001	
9.300750000000000E+006	-2.002119445616554E+001	
9.308200000000000E+006	-1.992979962984520E+001	
9.315650000000000E+006	-1.984319938034368E+001	
9.323100000000000E+006	-1.975782651376805E+001	
9.330550000000000E+006	-1.966818291924127E+001	
9.338000000000000E+006	-1.958273587300585E+001	
9.345450000000000E+006	-1.950602902231018E+001	
9.352900000000000E+006	-1.942392624209851E+001	
9.360350000000000E+006	-1.934212324124948E+001	
9.367800000000000E+006	-1.926207040573144E+001	
9.375250000000000E+006	-1.918414921233556E+001	
9.382700000000000E+006	-1.910398656169261E+001	
9.390150000000000E+006	-1.903311791123539E+001	
9.397600000000000E+006	-1.895731716024046E+001	
9.405050000000000E+006	-1.888362510618542E+001	
9.412500000000000E+006	-1.881277977734857E+001	
9.419950000000000E+006	-1.874223502204571E+001	
9.427400000000000E+006	-1.866930539221296E+001	
9.434850000000000E+006	-1.860545784210974E+001	
9.442300000000000E+006	-1.853270339063083E+001	
9.449750000000000E+006	-1.847119270661200E+001	
9.457200000000000E+006	-1.840195603094788E+001	
9.464650000000000E+006	-1.833761976339285E+001	
9.472100000000000E+006	-1.827168556892833E+001	
9.479550000000000E+006	-1.820992399905882E+001	
9.487000000000000E+006	-1.814530001662865E+001	
9.494450000000000E+006	-1.808041315142790E+001	
9.501900000000000E+006	-1.802354887551746E+001	
9.509350000000000E+006	-1.796469131495656E+001	
9.516800000000000E+006	-1.790905970313711E+001	
9.524250000000000E+006	-1.785076774009150E+001	
9.531700000000000E+006	-1.779608986011532E+001	
9.539150000000000E+006	-1.773724949929880E+001	
9.546600000000000E+006	-1.768054926085581E+001	
9.554050000000000E+006	-1.762734782542966E+001	
9.561500000000000E+006	-1.757110424430587E+001	
9.568950000000000E+006	-1.752003637577647E+001	
9.576400000000000E+006	-1.747090878011716E+001	
9.583850000000000E+006	-1.741336236861182E+001	
9.591300000000000E+006	-1.736349211147508E+001	
9.598750000000000E+006	-1.731626736386794E+001	
9.606200000000000E+006	-1.726479155988313E+001	
9.613650000000000E+006	-1.721594489323184E+001	
9.621100000000000E+006	-1.716636692317525E+001	
9.628550000000000E+006	-1.712163398941967E+001	
9.636000000000000E+006	-1.707903321018398E+001	
9.643450000000000E+006	-1.703358199700968E+001	
9.650900000000000E+006	-1.698625259957537E+001	
9.658350000000000E+006	-1.694090759861944E+001	
9.665800000000000E+006	-1.689997298557202E+001	
9.673250000000000E+006	-1.685406586707071E+001	
9.680700000000000E+006	-1.680823212220903E+001	
9.688150000000000E+006	-1.676515358794928E+001	
9.695600000000000E+006	-1.672684697235086E+001	
9.703050000000000E+006	-1.668582685506437E+001	
9.710500000000000E+006	-1.664409388020737E+001	
9.717950000000000E+006	-1.660493462869216E+001	
9.725400000000000E+006	-1.656251667567545E+001	
9.732850000000000E+006	-1.652813428551270E+001	
9.740300000000000E+006	-1.649209828989791E+001	
9.747750000000000E+006	-1.645446193939076E+001	
9.755200000000000E+006	-1.641805351028064E+001	
9.762650000000000E+006	-1.638284527026203E+001	
9.770100000000000E+006	-1.634624401800096E+001	
9.777550000000000E+006	-1.631095540779655E+001	
9.785000000000000E+006	-1.627536897107659E+001	
9.792450000000000E+006	-1.624353229310320E+001	
9.799900000000000E+006	-1.620574323538504E+001	
9.807350000000000E+006	-1.617674306817259E+001	
9.814800000000000E+006	-1.614540430302866E+001	
9.822250000000000E+006	-1.611124769574295E+001	
9.829700000000000E+006	-1.608404440443540E+001	
9.837150000000000E+006	-1.605054724153357E+001	
9.844600000000000E+006	-1.601869304135779E+001	
9.852050000000000E+006	-1.598619466792447E+001	
9.859500000000000E+006	-1.596162676579967E+001	
9.866950000000000E+006	-1.593300114768016E+001	
9.874400000000000E+006	-1.589950570874201E+001	
9.881850000000000E+006	-1.587485505207233E+001	
9.889300000000000E+006	-1.585025916593642E+001	
9.896750000000000E+006	-1.582386497068734E+001	
9.904200000000000E+006	-1.579644450325885E+001	
9.911650000000000E+006	-1.576955408744344E+001	
9.919100000000000E+006	-1.574544636697232E+001	
9.926550000000000E+006	-1.572068215997751E+001	
9.934000000000000E+006	-1.570078291275115E+001	
9.941450000000000E+006	-1.567207789270737E+001	
9.948900000000000E+006	-1.565070315911434E+001	
9.956350000000000E+006	-1.562343236042521E+001	
9.963800000000000E+006	-1.560205669306734E+001	
9.971250000000000E+006	-1.558132560358341E+001	
9.978700000000000E+006	-1.556003713213793E+001	
9.986150000000000E+006	-1.553823406937024E+001	
9.993600000000000E+006	-1.551533452347660E+001	
1.000105000000000E+007	-1.549334753765898E+001	
1.000850000000000E+007	-1.547285130779071E+001	
1.001595000000000E+007	-1.545292058961490E+001	
1.002340000000000E+007	-1.543461645647123E+001	
1.003085000000000E+007	-1.541734866041632E+001	
1.003830000000000E+007	-1.540040903489449E+001	
1.004575000000000E+007	-1.537864315008927E+001	
1.005320000000000E+007	-1.535828503061704E+001	
1.006065000000000E+007	-1.533880458798439E+001	
1.006810000000000E+007	-1.532733262883157E+001	
1.007555000000000E+007	-1.530760917894404E+001	
1.008300000000000E+007	-1.528990299574048E+001	
1.009045000000000E+007	-1.527520903776310E+001	
1.009790000000000E+007	-1.526148865599484E+001	
1.010535000000000E+007	-1.524613508620881E+001	
1.011280000000000E+007	-1.522779167185951E+001	
1.012025000000000E+007	-1.521815741023476E+001	
1.012770000000000E+007	-1.520032414812045E+001	
1.013515000000000E+007	-1.518478125143840E+001	
1.014260000000000E+007	-1.517148042039532E+001	
1.015005000000000E+007	-1.516135532638111E+001	
1.015750000000000E+007	-1.514744140232556E+001	
1.016495000000000E+007	-1.513426191909975E+001	
1.017240000000000E+007	-1.511928509134227E+001	
1.017985000000000E+007	-1.510830962555258E+001	
1.018730000000000E+007	-1.509354597683636E+001	
1.019475000000000E+007	-1.508650366816761E+001	
1.020220000000000E+007	-1.507388151590064E+001	
1.020965000000000E+007	-1.506159493261103E+001	
1.021710000000000E+007	-1.504973209330472E+001	
1.022455000000000E+007	-1.504200882515298E+001	
1.023200000000000E+007	-1.502509529061277E+001	
1.023945000000000E+007	-1.502067384028559E+001	
1.024690000000000E+007	-1.501116215573907E+001	
1.025435000000000E+007	-1.500172534208626E+001	
1.026180000000000E+007	-1.498753034670083E+001	
1.026925000000000E+007	-1.498251799285329E+001	
1.027670000000000E+007	-1.497345767988486E+001	
1.028415000000000E+007	-1.496514171101830E+001	
1.029160000000000E+007	-1.495793839226828E+001	
1.029905000000000E+007	-1.495017895119234E+001	
1.030650000000000E+007	-1.494431534122661E+001	
1.031395000000000E+007	-1.493542300379124E+001	
1.032140000000000E+007	-1.493251360905343E+001	
1.032885000000000E+007	-1.492741792520144E+001	
1.033630000000000E+007	-1.491928678935374E+001	
1.034375000000000E+007	-1.491447854704375E+001	
1.035120000000000E+007	-1.490844487408330E+001	
1.035865000000000E+007	-1.490440574742082E+001	
1.036610000000000E+007	-1.489845998957531E+001	
1.037355000000000E+007	-1.489355129698378E+001	
1.038100000000000E+007	-1.489120475557159E+001	
1.038845000000000E+007	-1.488335060518056E+001	
1.039590000000000E+007	-1.488114751042486E+001	
1.040335000000000E+007	-1.488079886579837E+001	
1.041080000000000E+007	-1.487519246741715E+001	
1.041825000000000E+007	-1.487137348574951E+001	
1.042570000000000E+007	-1.487445192366208E+001	
1.043315000000000E+007	-1.487386368791012E+001	
1.044060000000000E+007	-1.487609103313937E+001	
1.044805000000000E+007	-1.487360861780905E+001	
1.045550000000000E+007	-1.481086933666188E+001	
1.046295000000000E+007	-1.486719287005887E+001	
1.047040000000000E+007	-1.487375501282166E+001	
1.047785000000000E+007	-1.487125572417909E+001	
1.048530000000000E+007	-1.487433089096158E+001	
1.049275000000000E+007	-1.487618207249825E+001	
1.050020000000000E+007	-1.487882354752942E+001	
1.050765000000000E+007	-1.487904973823457E+001	
1.051510000000000E+007	-1.481055524436411E+001	
1.052255000000000E+007	-1.487936883874302E+001	
1.053000000000000E+007	-1.488214228984313E+001	
1.053745000000000E+007	-1.488563547158626E+001	
1.054490000000000E+007	-1.488755020592434E+001	
1.055235000000000E+007	-1.489302272047653E+001	
1.055980000000000E+007	-1.489463564688846E+001	
1.056725000000000E+007	-1.489908796891335E+001	
1.057470000000000E+007	-1.490278018804550E+001	
1.058215000000000E+007	-1.490889072354800E+001	
1.058960000000000E+007	-1.491337831923471E+001	
1.059705000000000E+007	-1.491942734544640E+001	
1.060450000000000E+007	-1.492523639360632E+001	
1.061195000000000E+007	-1.492803948438565E+001	
1.061940000000000E+007	-1.493487273581223E+001	
1.062685000000000E+007	-1.494268871251847E+001	
1.063430000000000E+007	-1.494817918983804E+001	
1.064175000000000E+007	-1.495406202221259E+001	
1.064920000000000E+007	-1.496380916570051E+001	
1.065665000000000E+007	-1.496877375326463E+001	
1.066410000000000E+007	-1.497192286795396E+001	
1.067155000000000E+007	-1.498449811522982E+001	
1.067900000000000E+007	-1.499296045129109E+001	
1.068645000000000E+007	-1.499684170299000E+001	
1.069390000000000E+007	-1.500363764554878E+001	
1.070135000000000E+007	-1.501638470451145E+001	
1.070880000000000E+007	-1.502204747430168E+001	
1.071625000000000E+007	-1.503147249311282E+001	
1.072370000000000E+007	-1.504358099811315E+001	
1.073115000000000E+007	-1.505588117477321E+001	
1.073860000000000E+007	-1.505957077284661E+001	
1.074605000000000E+007	-1.506873433705738E+001	
1.075350000000000E+007	-1.507752488070164E+001	
1.076095000000000E+007	-1.509043114094624E+001	
1.076840000000000E+007	-1.510077840223879E+001	
1.077585000000000E+007	-1.511373188641740E+001	
1.078330000000000E+007	-1.512503646538067E+001	
1.079075000000000E+007	-1.513732923279185E+001	
1.079820000000000E+007	-1.514728981322101E+001	
1.080565000000000E+007	-1.515722497658488E+001	
1.081310000000000E+007	-1.517063120758958E+001	
1.082055000000000E+007	-1.518293668065133E+001	
1.082800000000000E+007	-1.519443108986769E+001	
1.083545000000000E+007	-1.520846129062799E+001	
1.084290000000000E+007	-1.522426894876672E+001	
1.085035000000000E+007	-1.523710612048111E+001	
1.085780000000000E+007	-1.524986671707075E+001	
1.086525000000000E+007	-1.526386716931429E+001	
1.087270000000000E+007	-1.527775982369944E+001	
1.088015000000000E+007	-1.529593495584083E+001	
1.088760000000000E+007	-1.530414759689313E+001	
1.089505000000000E+007	-1.531901799777370E+001	
1.090250000000000E+007	-1.533730299608087E+001	
1.090995000000000E+007	-1.535259071282800E+001	
1.091740000000000E+007	-1.536488847584100E+001	
1.092485000000000E+007	-1.538305888093973E+001	
1.093230000000000E+007	-1.540187582190672E+001	
1.093975000000000E+007	-1.541487551468353E+001	
1.094720000000000E+007	-1.543467548786338E+001	
1.095465000000000E+007	-1.544588494948536E+001	
1.096210000000000E+007	-1.546836976355422E+001	
1.096955000000000E+007	-1.548276526732538E+001	
1.097700000000000E+007	-1.550611182262945E+001	
1.098445000000000E+007	-1.551975959339793E+001	
1.099190000000000E+007	-1.553846700238475E+001	
1.099935000000000E+007	-1.555813257917908E+001	
1.100680000000000E+007	-1.557474894867899E+001	
1.101425000000000E+007	-1.559213588391708E+001	
1.102170000000000E+007	-1.561054135955951E+001	
1.102915000000000E+007	-1.563174327213810E+001	
1.103660000000000E+007	-1.564826867203455E+001	
1.104405000000000E+007	-1.566808061301313E+001	
1.105150000000000E+007	-1.569242424385647E+001	
1.105895000000000E+007	-1.571574344422076E+001	
1.106640000000000E+007	-1.573360684336503E+001	
1.107385000000000E+007	-1.575515242913214E+001	
1.108130000000000E+007	-1.577452246878619E+001	
1.108875000000000E+007	-1.579441302759982E+001	
1.109620000000000E+007	-1.581543819496728E+001	
1.110365000000000E+007	-1.583539305078928E+001	
1.111110000000000E+007	-1.585706528312833E+001	
1.111855000000000E+007	-1.588140435507255E+001	
1.112600000000000E+007	-1.590000358364531E+001	
1.113345000000000E+007	-1.592588209114695E+001	
1.114090000000000E+007	-1.594609594388667E+001	
1.114835000000000E+007	-1.597242622687631E+001	
1.115580000000000E+007	-1.599528324147004E+001	
1.116325000000000E+007	-1.602003050704543E+001	
1.117070000000000E+007	-1.604059203454546E+001	
1.117815000000000E+007	-1.606962838078524E+001	
1.118560000000000E+007	-1.609263292968318E+001	
1.119305000000000E+007	-1.611834139027334E+001	
1.120050000000000E+007	-1.614506438931977E+001	
1.120795000000000E+007	-1.616665060821312E+001	
1.121540000000000E+007	-1.619818235941467E+001	
1.122285000000000E+007	-1.622142437521631E+001	
1.123030000000000E+007	-1.624591209356691E+001	
1.123775000000000E+007	-1.626897185483999E+001	
1.124520000000000E+007	-1.629708880708700E+001	
1.125265000000000E+007	-1.632012206773088E+001	
1.126010000000000E+007	-1.634863091934145E+001	
1.126755000000000E+007	-1.637881662788809E+001	
1.127500000000000E+007	-1.640510001208342E+001	
1.128245000000000E+007	-1.643140097417586E+001	
1.128990000000000E+007	-1.645883559001489E+001	
1.129735000000000E+007	-1.648607901281260E+001	
1.130480000000000E+007	-1.651801532852508E+001	
1.131225000000000E+007	-1.654262352221399E+001	
1.131970000000000E+007	-1.657485441356020E+001	
1.132715000000000E+007	-1.659975355227322E+001	
1.133460000000000E+007	-1.662557592378819E+001	
1.134205000000000E+007	-1.665799689576416E+001	
1.134950000000000E+007	-1.668264283889106E+001	
1.135695000000000E+007	-1.671701403514127E+001	
1.136440000000000E+007	-1.674478417874139E+001	
1.137185000000000E+007	-1.677615422230119E+001	
1.137930000000000E+007	-1.680730721106027E+001	
1.138675000000000E+007	-1.683842665797728E+001	
1.139420000000000E+007	-1.687051600992859E+001	
1.140165000000000E+007	-1.689963088313283E+001	
1.140910000000000E+007	-1.693153254319905E+001	
1.141655000000000E+007	-1.696754736457246E+001	
1.142400000000000E+007	-1.700101820003609E+001	
1.143145000000000E+007	-1.703466890852084E+001	
1.143890000000000E+007	-1.706956543554327E+001	
1.144635000000000E+007	-1.709869456138776E+001	
1.145380000000000E+007	-1.712921160125366E+001	
1.146125000000000E+007	-1.716489827379375E+001	
1.146870000000000E+007	-1.719719112637151E+001	
1.147615000000000E+007	-1.723285013952329E+001	
1.148360000000000E+007	-1.725708862623403E+001	
1.149105000000000E+007	-1.730045908752156E+001	
1.149850000000000E+007	-1.733367867009204E+001	
1.150595000000000E+007	-1.736660799935097E+001	
1.151340000000000E+007	-1.740566406530236E+001	
1.152085000000000E+007	-1.744099520345821E+001	
1.152830000000000E+007	-1.747893220587652E+001	
1.153575000000000E+007	-1.751249912162770E+001	
1.154320000000000E+007	-1.754862704866919E+001	
1.155065000000000E+007	-1.758629239564920E+001	
1.155810000000000E+007	-1.762218401045484E+001	
1.156555000000000E+007	-1.766163024578070E+001	
1.157300000000000E+007	-1.769850610410057E+001	
1.158045000000000E+007	-1.773628154743222E+001	
1.158790000000000E+007	-1.777698039419920E+001	
1.159535000000000E+007	-1.781303261748213E+001	
1.160280000000000E+007	-1.785140296847267E+001	
1.161025000000000E+007	-1.789279366839162E+001	
1.161770000000000E+007	-1.792986974273714E+001	
1.162515000000000E+007	-1.797353482377812E+001	
1.163260000000000E+007	-1.801163019264030E+001	
1.164005000000000E+007	-1.805766164780715E+001	
1.164750000000000E+007	-1.809783739721424E+001	
1.165495000000000E+007	-1.813782014506677E+001	
1.166240000000000E+007	-1.817447374364296E+001	
1.166985000000000E+007	-1.821784857795682E+001	
1.167730000000000E+007	-1.826123812187469E+001	
1.168475000000000E+007	-1.830484433183324E+001	
1.169220000000000E+007	-1.834241102306073E+001	
1.169965000000000E+007	-1.838692777840543E+001	
1.170710000000000E+007	-1.843054493750480E+001	
1.171455000000000E+007	-1.847521921255085E+001	
1.172200000000000E+007	-1.851885045426749E+001	
1.172945000000000E+007	-1.856830946528780E+001	
1.173690000000000E+007	-1.860547906055741E+001	
1.174435000000000E+007	-1.865204804519271E+001	
1.175180000000000E+007	-1.869634696020437E+001	
1.175925000000000E+007	-1.873903239142064E+001	
1.176670000000000E+007	-1.878639835200958E+001	
1.177415000000000E+007	-1.883588678155934E+001	
1.178160000000000E+007	-1.887921094661062E+001	
1.178905000000000E+007	-1.892744674187915E+001	
1.179650000000000E+007	-1.896944956067250E+001	
1.180395000000000E+007	-1.902297577169027E+001	
1.181140000000000E+007	-1.906681441130936E+001	
1.181885000000000E+007	-1.910983442652469E+001	
1.182630000000000E+007	-1.916019665166021E+001	
1.183375000000000E+007	-1.921125774061763E+001	
1.184120000000000E+007	-1.925515147747884E+001	
1.184865000000000E+007	-1.930853103875276E+001	
1.185610000000000E+007	-1.935251787657871E+001	
1.186355000000000E+007	-1.940384530920361E+001	
1.187100000000000E+007	-1.945313760715017E+001	
1.187845000000000E+007	-1.950290483693394E+001	
1.188590000000000E+007	-1.955670593624662E+001	
1.189335000000000E+007	-1.960080047492553E+001	
1.190080000000000E+007	-1.965220565042391E+001	
1.190825000000000E+007	-1.970507172872915E+001	
1.191570000000000E+007	-1.976154867916970E+001	
1.192315000000000E+007	-1.980971141254533E+001	
1.193060000000000E+007	-1.986385039228505E+001	
1.193805000000000E+007	-1.991126784759569E+001	
1.194550000000000E+007	-1.996358053644413E+001	
1.195295000000000E+007	-2.001900388792545E+001	
1.196040000000000E+007	-2.007402700556977E+001	
1.196785000000000E+007	-2.012416779629890E+001	
1.197530000000000E+007	-2.017969644371124E+001	
1.198275000000000E+007	-2.023492129129983E+001	
1.199020000000000E+007	-2.028461426362838E+001	
1.199765000000000E+007	-2.034411042557226E+001	
1.200510000000000E+007	-2.039596396853226E+001	
1.201255000000000E+007	-2.045242270644451E+001	
1.202000000000000E+007	-2.050482568722999E+001	
1.202745000000000E+007	-2.055914928515887E+001	
1.203490000000000E+007	-2.061877208179116E+001	
1.204235000000000E+007	-2.068021759900708E+001	
1.204980000000000E+007	-2.073340044067822E+001	
1.205725000000000E+007	-2.078456815318102E+001	
1.206470000000000E+007	-2.084594599819306E+001	
1.207215000000000E+007	-2.091112867486544E+001	
1.207960000000000E+007	-2.096426187348732E+001	
1.208705000000000E+007	-2.102488374945139E+001	
1.209450000000000E+007	-2.108269592410281E+001	
1.210195000000000E+007	-2.114563503943469E+001	
1.210940000000000E+007	-2.120135292999202E+001	
1.211685000000000E+007	-2.126176366331952E+001	
1.212430000000000E+007	-2.132267033310189E+001	
1.213175000000000E+007	-2.138348782923444E+001	
1.213920000000000E+007	-2.144282191122312E+001	
1.214665000000000E+007	-2.149767486309666E+001	
1.215410000000000E+007	-2.156646448702794E+001	
1.216155000000000E+007	-2.162719125071244E+001	
1.216900000000000E+007	-2.168662307087861E+001	
1.217645000000000E+007	-2.175016393027924E+001	
1.218390000000000E+007	-2.181292949724191E+001	
1.219135000000000E+007	-2.187398029615079E+001	
1.219880000000000E+007	-2.194259623479690E+001	
1.220625000000000E+007	-2.200862307825179E+001	
1.221370000000000E+007	-2.207789361642562E+001	
1.222115000000000E+007	-2.213774463056461E+001	
1.222860000000000E+007	-2.220114872056833E+001	
1.223605000000000E+007	-2.226974207258363E+001	
1.224350000000000E+007	-2.233660031734027E+001	
1.225095000000000E+007	-2.239521097354581E+001	
1.225840000000000E+007	-2.246523777752167E+001	
1.226585000000000E+007	-2.252973111946016E+001	
1.227330000000000E+007	-2.258848463601235E+001	
1.228075000000000E+007	-2.266287994913492E+001	
1.228820000000000E+007	-2.273206108739323E+001	
1.229565000000000E+007	-2.280175012004054E+001	
1.230310000000000E+007	-2.287517423153601E+001	
1.231055000000000E+007	-2.292851377098834E+001	
1.231800000000000E+007	-2.300064618272820E+001	
1.232545000000000E+007	-2.306560189932043E+001	
1.233290000000000E+007	-2.314688590559914E+001	
1.234035000000000E+007	-2.321599611217920E+001	
1.234780000000000E+007	-2.328734216111263E+001	
1.235525000000000E+007	-2.335251917240325E+001	
1.236270000000000E+007	-2.341510662194425E+001	
1.237015000000000E+007	-2.349441521262592E+001	
1.237760000000000E+007	-2.356454657494650E+001	
1.238505000000000E+007	-2.363471328510087E+001	
1.239250000000000E+007	-2.372120900736370E+001	
1.239995000000000E+007	-2.377189833043963E+001	
1.240740000000000E+007	-2.384483595857580E+001	
1.241485000000000E+007	-2.393051043387948E+001	
1.242230000000000E+007	-2.400751647378691E+001	
1.242975000000000E+007	-2.406320301045219E+001	
1.243720000000000E+007	-2.415171300822784E+001	
1.244465000000000E+007	-2.421978543137263E+001	
1.245210000000000E+007	-2.430025805083648E+001	
1.245955000000000E+007	-2.436717557168001E+001	
1.246700000000000E+007	-2.443571199713447E+001	
1.247445000000000E+007	-2.450701685993869E+001	
1.248190000000000E+007	-2.459406412138866E+001	
1.248935000000000E+007	-2.466882830739346E+001	
1.249680000000000E+007	-2.479934821491706E+001	
1.250425000000000E+007	-2.478106495556841E+001	
1.251170000000000E+007	-2.487659853082710E+001	
1.251915000000000E+007	-2.495362385230622E+001	
1.252660000000000E+007	-2.502981227015295E+001	
1.253405000000000E+007	-2.508811669794990E+001	
1.254150000000000E+007	-2.518620117853639E+001	
1.254895000000000E+007	-2.525017966938343E+001	
1.255640000000000E+007	-2.531711832253949E+001	
1.256385000000000E+007	-2.540016727812643E+001	
1.257130000000000E+007	-2.547032081439231E+001	
1.257875000000000E+007	-2.554533593417228E+001	
1.258620000000000E+007	-2.564352723723262E+001	
1.259365000000000E+007	-2.571708759020113E+001	
1.260110000000000E+007	-2.580740063808344E+001	
1.260855000000000E+007	-2.586867372069419E+001	
1.261600000000000E+007	-2.595028811043648E+001	
1.262345000000000E+007	-2.599125514177457E+001	
1.263090000000000E+007	-2.607267158119987E+001	
1.263835000000000E+007	-2.616042639064603E+001	
1.264580000000000E+007	-2.623801553675669E+001	
1.265325000000000E+007	-2.628936297667652E+001	
1.266070000000000E+007	-2.638815275814181E+001	
1.266815000000000E+007	-2.646195668735616E+001	
1.267560000000000E+007	-2.652737879445281E+001	
1.268305000000000E+007	-2.661599160689539E+001	
1.269050000000000E+007	-2.667816982637859E+001	
1.269795000000000E+007	-2.675572573026659E+001	
1.270540000000000E+007	-2.682833691095424E+001	
1.271285000000000E+007	-2.690023449623890E+001	
1.272030000000000E+007	-2.697468076943911E+001	
1.272775000000000E+007	-2.704890552164835E+001	
1.273520000000000E+007	-2.712592174618640E+001	
1.274265000000000E+007	-2.719181956221738E+001	
1.275010000000000E+007	-2.726634278574332E+001	
1.275755000000000E+007	-2.734083439516161E+001	
1.276500000000000E+007	-2.741787117418264E+001	
1.277245000000000E+007	-2.749890175119489E+001	
1.277990000000000E+007	-2.756416519837712E+001	
1.278735000000000E+007	-2.762255267284563E+001	
1.279480000000000E+007	-2.769328781263702E+001	
1.280225000000000E+007	-2.776321414392723E+001	
1.280970000000000E+007	-2.783513426024677E+001	
1.281715000000000E+007	-2.789611265474568E+001	
1.282460000000000E+007	-2.795659536058388E+001	
1.283205000000000E+007	-2.801980467365498E+001	
1.283950000000000E+007	-2.809423844977082E+001	
1.284695000000000E+007	-2.815215582027703E+001	
1.285440000000000E+007	-2.821010613049231E+001	
1.286185000000000E+007	-2.826895675619302E+001	
1.286930000000000E+007	-2.832535890489508E+001	
1.287675000000000E+007	-2.839536484682373E+001	
1.288420000000000E+007	-2.843744272559853E+001	
1.289165000000000E+007	-2.849553092607503E+001	
1.289910000000000E+007	-2.855817495713299E+001	
1.290655000000000E+007	-2.860692810888255E+001	
1.291400000000000E+007	-2.865207352316305E+001	
1.292145000000000E+007	-2.870435832402069E+001	
1.292890000000000E+007	-2.875329376012272E+001	
1.293635000000000E+007	-2.881014865066654E+001	
1.294380000000000E+007	-2.885643666082065E+001	
1.295125000000000E+007	-2.891347638580295E+001	
1.295870000000000E+007	-2.895818782861936E+001	
1.296615000000000E+007	-2.898764878802055E+001	
1.297360000000000E+007	-2.903552590167876E+001	
1.298105000000000E+007	-2.907538976151343E+001	
1.298850000000000E+007	-2.912853001474376E+001	
1.299595000000000E+007	-2.916229658159863E+001	
1.300340000000000E+007	-2.913189553107582E+001	
1.301085000000000E+007	-2.922077081650766E+001	
1.301830000000000E+007	-2.925352260663329E+001	
1.302575000000000E+007	-2.928250495361368E+001	
1.303320000000000E+007	-2.930692802743450E+001	
1.304065000000000E+007	-2.932454635610839E+001	
1.304810000000000E+007	-2.936100084487280E+001	
1.305555000000000E+007	-2.937650554038981E+001	
1.306300000000000E+007	-2.940183061276826E+001	
1.307045000000000E+007	-2.942104208538670E+001	
1.307790000000000E+007	-2.943520403464450E+001	
1.308535000000000E+007	-2.944885588586676E+001	
1.309280000000000E+007	-2.946601311920062E+001	
1.310025000000000E+007	-2.947158559533028E+001	
